PVSYST 7.2.16
;File;File date;Description
Projekt;Testprojekt_Project.PRJ;22/06/22 16h17;Le_Havre_Projekt;
Geografischer Standort;Le Havre_PVGIS_API_TMY.SIT;22/06/22 16h17;Le Havre;France;Europe;;
Wetterdaten;Le Havre_PVGIS_SARAH_2008.MET;22/06/22 16h15;Le Havre;PVGIS-SARAH;2008;
Simulationsvariante;Testprojekt_Project.VC0;22/06/22 12h08;Halle_test;
Simulation date;;22/06/22 16h34

Simulation:;Stundenwerte; von 01/01/08; bis 31/12/08 

Datum;GlobInc;EArray;E_Grid;HSol;AzSol;AngInc;AngProf;T_Amb;WindVel;TArray;IArray;UArray;EOutInv
26/06/08 20:00;0;0;0;7,622;117,36;86,182;133,73;17,11;3,7201;0;0;0;0
26/06/08 21:00;0;0;0;1,6591;125,24;90;173,71;16,14;3,52;0;0;0;0
26/06/08 22:00;0;0;0;0;0;90;0;15,18;3,7201;0;0;0;0
26/06/08 23:00;0;0;0;0;0;90;0;14,44;4,0699;0;0;0;0
27/06/08 00:00;0;0;0;0;0;90;0;13,96;4,3401;0;0;0;0
27/06/08 01:00;0;0;0;0;0;90;0;13,7;4,6201;0;0;0;0
27/06/08 02:00;0;0;0;0;0;90;0;13,6;4,9701;0;0;0;0
27/06/08 03:00;0;0;0;0;0;90;0;13,61;5,1001;0;0;0;0
27/06/08 04:00;0;0;0;0;0;90;0;13,89;5,1001;0;0;0;0
27/06/08 05:00;0;0;0;2,5029;-124,01;90;176,91;14,3;5,38;0;0;0;0
27/06/08 06:00;21,167;0,1639;0,1235;9,2726;-115,27;90;167,06;14,76;5,1001;15,525;0,3746;437,45;0,1235
27/06/08 07:00;62,78;0,5114;0,4822;18,417;-104,66;86,656;149,65;15,11;4,76;17,352;1,1266;453,96;0,4822
27/06/08 08:00;105,85;0,8712;0,841;28,017;-93,898;74,063;127,28;16,2;6,4801;19,965;1,9034;457,69;0,841
27/06/08 09:00;110,63;0,9112;0,8809;37,738;-82,253;61,067;105,33;16,92;6,55;20,867;1,9954;456,65;0,8809
27/06/08 10:00;124,14;1,0251;0,9943;47,154;-68,574;47,806;88,678;17,1;6,14;21,531;2,242;457,23;0,9943
27/06/08 11:00;85,016;0,6929;0,6633;55,577;-51;34,373;77,422;17,72;6,2099;20,761;1,5317;452,35;0,6633
27/06/08 12:00;88,929;0,7253;0,6957;61,75;-27,108;20,852;69,912;17,93;6,0001;21,112;1,6031;452,43;0,6957
27/06/08 13:00;393,16;3,2336;3,1827;63,818;2,9451;7,4374;64,824;18,54;6,14;32,702;7,1826;450,2;3,1827
27/06/08 14:00;247,65;2,0445;2,0079;60,841;32,177;6,9113;61,392;19,24;6,28;28,113;4,4948;454,84;2,0079
27/06/08 15:00;532,7;4,3218;4,2567;54,112;54,727;20,303;59,261;20,08;6,3399;39,575;9,8513;438,71;4,2567
27/06/08 16:00;631,76;5,0569;4,9763;45,428;71,384;33,826;58,415;20,54;6,41;43,828;11,721;431,44;4,9763
27/06/08 17:00;376,51;3,0927;3,0436;35,913;84,563;47,264;59,328;20,15;6,0001;33,785;6,9088;447,65;3,0436
27/06/08 18:00;170,77;1,3992;1,3668;26,186;95,968;60,535;63,755;19,75;5,66;25,845;3,0839;453,7;1,3668
27/06/08 19:00;140,51;1,0997;1,0686;16,648;106,65;73,543;78,946;19,34;4,55;24,14;2,4262;453,27;1,0686
27/06/08 20:00;41,746;0,3077;0,2788;7,6249;117,3;86,156;133,5;18,88;3,79;20,292;0,7006;439,21;0,2788
27/06/08 21:00;0;0;0;1,6585;125,19;90;173,69;18,12;3,7201;0;0;0;0
27/06/08 22:00;0;0;0;0;0;90;0;17,48;3,93;0;0;0;0
27/06/08 23:00;0;0;0;0;0;90;0;16,98;4,41;0;0;0;0
28/06/08 00:00;0;0;0;0;0;90;0;16,54;4,3401;0;0;0;0
28/06/08 01:00;0;0;0;0;0;90;0;16,5;4,6201;0;0;0;0
28/06/08 02:00;0;0;0;0;0;90;0;16,36;4,6201;0;0;0;0
28/06/08 03:00;0;0;0;0;0;90;0;16,21;4,55;0;0;0;0
28/06/08 04:00;0;0;0;0;0;90;0;16,15;4,55;0;0;0;0
28/06/08 05:00;0;0;0;2,4446;-124,02;90;176,98;16,14;4,4801;0;0;0;0
28/06/08 06:00;13,737;0,1025;0,0506;9,2135;-115,28;90;167,14;16,18;4,41;16,68;0,2404;426,5;0,0506
28/06/08 07:00;79,461;0,6467;0,6172;18,358;-104,66;86,714;149,74;16,31;4,14;19,135;1,4232;454,41;0,6172
28/06/08 08:00;124,32;1,0218;0,991;27,958;-93,901;74,118;127,36;16,94;5,79;21,353;2,2333;457,53;0,991
28/06/08 09:00;240,27;1,9899;1,9537;37,679;-82,258;61,122;105,37;17,4;5,31;25,952;4,3394;458,57;1,9537
28/06/08 10:00;232,66;1,9283;1,8925;47,095;-68,585;47,859;88,685;18,06;5,1001;26,374;4,2164;457,34;1,8925
28/06/08 11:00;234,75;1,9411;1,9052;55,519;-51,027;34,425;77,413;18,74;4,6899;27,139;4,2569;455,98;1,9052
28/06/08 12:00;202,36;1,6704;1,6365;61,698;-27,169;20,903;69,893;19,1;4,8299;26,341;3,6682;455,37;1,6365
28/06/08 13:00;677,42;5,3879;5,2994;63,779;2,8413;7,4924;64,799;20,13;5,03;45,103;12,549;429,33;5,2994
28/06/08 14:00;723,55;5,7033;5,6074;60,821;32,061;6,8834;61,362;20,88;5,52;47,688;13,454;423,92;5,6074
28/06/08 15:00;743,73;5,8384;5,7393;54,105;54,626;20,267;59,223;21,17;5,5899;48,779;13,848;421,62;5,7393
28/06/08 16:00;603,17;4,8313;4,756;45,428;71,299;33,791;58,367;21,22;5,4499;43,43;11,185;431,96;4,756
28/06/08 17:00;619,16;4,9502;4,8721;35,916;84,489;47,231;59,263;20,82;4,9701;43,592;11,465;431,78;4,8721
28/06/08 18:00;120,55;0,979;0,9484;26,189;95,902;60,504;63,653;20,58;4,8299;24,894;2,1758;449,96;0,9484
28/06/08 19:00;143,59;1,1204;1,0892;16,649;106,59;73,516;78,747;19,75;4,14;24,649;2,4755;452,58;1,0892
28/06/08 20:00;34,218;0,2579;0,229;7,6218;117,24;86,134;133,28;18,45;3,5901;19,643;0,5898;437,35;0,229
28/06/08 21:00;0;0;0;1,6516;125,13;90;173,7;17,7;2,9701;0;0;0;0
28/06/08 22:00;0;0;0;0;0;90;0;17,18;2,5499;0;0;0;0
28/06/08 23:00;0;0;0;0;0;90;0;16,52;2,4801;0;0;0;0
29/06/08 00:00;0;0;0;0;0;90;0;15,73;2,5499;0;0;0;0
29/06/08 01:00;0;0;0;0;0;90;0;15,01;2,5499;0;0;0;0
29/06/08 02:00;0;0;0;0;0;90;0;14,44;2,62;0;0;0;0
29/06/08 03:00;0;0;0;0;0;90;0;14,01;2,76;0;0;0;0
29/06/08 04:00;0;0;0;0;0;90;0;13,73;2,9;0;0;0;0
29/06/08 05:00;0;0;0;2,3807;-124,03;90;177,06;13,83;2,76;0;0;0;0
29/06/08 06:00;49,824;0,4039;0,3749;9,1493;-115,28;90;167,23;14,23;2,62;16,013;0,8926;452,57;0,3749
29/06/08 07:00;101,77;0,8281;0,7981;18,294;-104,66;86,774;149,83;15,04;2,8299;18,604;1,802;459,54;0,7981
29/06/08 08:00;166,27;1,3671;1,3349;27,893;-93,899;74,176;127,43;16,28;3,93;22,131;2,9686;460,51;1,3349
29/06/08 09:00;323,98;2,6683;2,6247;37,614;-82,255;61,178;105,4;17,34;4,0699;28,862;5,8467;456,37;2,6247
29/06/08 10:00;243,88;2,0192;1,9828;47,031;-68,587;47,913;88,685;18,3;3,8601;27,019;4,4208;456,75;1,9828
29/06/08 11:00;225,2;1,8628;1,8275;55,456;-51,045;34,477;77,395;18,65;3,5901;26,705;4,083;456,23;1,8275
29/06/08 12:00;561,84;4,5571;4,4882;61,639;-27,225;20,955;69,867;19,2;3,4499;39,761;10,389;438,66;4,4882
29/06/08 13:00;437,67;3,5801;3,5247;63,734;2,7387;7,5492;64,767;19,84;3,52;35,726;8,0461;444,95;3,5247
29/06/08 14:00;210,31;1,7271;1,6927;60,793;31,942;6,8592;61,324;20,4;3,79;27,937;3,8141;452,81;1,6927
29/06/08 15:00;606,82;4,8744;4,7981;54,091;54,518;20,233;59,179;20,25;3,8601;42,552;11,24;433,68;4,7981
29/06/08 16:00;741,35;5,8479;5,7486;45,422;71,208;33,757;58,312;20,44;4;47,972;13,816;423,27;5,7486
29/06/08 17:00;602,78;4,8447;4,7691;35,913;84,41;47,2;59,188;20,11;4,14;42,241;11,157;434,24;4,7691
29/06/08 18:00;424,28;3,4262;3,3728;26,187;95,83;60,476;63,536;19,47;4,28;34,6;7,6674;446,85;3,3728
29/06/08 19:00;51,126;0,4072;0,3782;16,644;106,52;73,492;78,528;18,66;4;20,499;0,9177;443,75;0,3782
29/06/08 20:00;17,913;0,1371;0,0917;7,6127;117,18;86,116;133,06;17,6;3,79;18,259;0,3199;428,66;0,0917
29/06/08 21:00;0;0;0;1,6385;125,07;90;173,72;16,55;3,66;0;0;0;0
29/06/08 22:00;0;0;0;0;0;90;0;15,54;3,52;0;0;0;0
29/06/08 23:00;0;0;0;0;0;90;0;14,73;3,24;0;0;0;0
30/06/08 00:00;0;0;0;0;0;90;0;14,15;3,1001;0;0;0;0
30/06/08 01:00;0;0;0;0;0;90;0;13,86;2,9;0;0;0;0
30/06/08 02:00;0;0;0;0;0;90;0;13,5;2,62;0;0;0;0
30/06/08 03:00;0;0;0;0;0;90;0;13,26;2,5499;0;0;0;0
30/06/08 04:00;0;0;0;0;0;90;0;12,82;2,5499;0;0;0;0
30/06/08 05:00;0;0;0;2,3114;-124,03;90;177,14;12,61;2,4801;0;0;0;0
30/06/08 06:00;51,166;0,4182;0,3891;9,0799;-115,28;90;167,32;12,74;2,28;14,569;0,9169;456,07;0,3891
30/06/08 07:00;120,92;0,9232;0,8928;18,224;-104,66;86,837;149,93;13,68;2,9;17,612;1,9928;463,24;0,8928
30/06/08 08:00;255,12;2,008;1,9716;27,824;-93,89;74,236;127,5;14,77;2,9;23,283;4,3296;463,78;1,9716
30/06/08 09:00;450,98;3,6863;3,6295;37,545;-82,246;61,235;105,43;15,56;2,4801;31,563;8,1296;453,45;3,6295
30/06/08 10:00;650,31;5,2745;5,1887;46,962;-68,583;47,968;88,677;16,32;2,0699;40,133;12,024;438,68;5,1887
30/06/08 11:00;822,61;6,4972;6,3826;55,386;-51,056;34,53;77,37;17,23;1,79;47,812;15,352;423,23;6,3826
30/06/08 12:00;964,33;7,3994;7,2635;61,574;-27,273;21,007;69,834;18,13;1,52;54,33;18,059;409,73;7,2635
30/06/08 13:00;1034,2;7,792;7,6468;63,681;2,6375;7,6079;64,728;19,02;1,3099;58,015;19,366;402,35;7,6468
30/06/08 14:00;1020,9;7,6842;7,5416;60,759;31,819;6,8387;61,279;19,75;1,24;58,241;19,116;401,98;7,5416
30/06/08 15:00;959,7;7,2953;7,1619;54,072;54,405;20,202;59,126;20,28;1,66;56,383;17,978;405,79;7,1619
30/06/08 16:00;827,08;6,4357;6,3225;45,411;71,11;33,726;58,247;20,42;2,3401;51,302;15,462;416,24;6,3225
30/06/08 17:00;663,17;5,2879;5,2019;35,905;84,325;47,171;59,102;20,1;2,6899;44,538;12,289;430,32;5,2019
30/06/08 18:00;440,57;3,5513;3,4962;26,178;95,753;60,451;63,407;19,44;2,9;35,155;7,9621;446,02;3,4962
30/06/08 19:00;235,33;1,7546;1,7201;16,633;106,45;73,472;78,291;18,66;3,03;26,248;3,8457;456,25;1,7201
30/06/08 20:00;51,357;0,3364;0,3074;7,5975;117,11;86,101;132,85;17,62;2,9701;19,146;0,7592;443,08;0,3074
30/06/08 21:00;0;0;0;1,7523;124,81;90;173,18;16,26;2,9;0;0;0;0
30/06/08 22:00;0;0;0;0;0;90;0;15,1;2,8299;0;0;0;0
30/06/08 23:00;0;0;0;0;0;90;0;14,34;2,62;0;0;0;0
01/07/08 00:00;0;0;0;0;0;90;0;13,73;2,62;0;0;0;0
01/07/08 01:00;0;0;0;0;0;90;0;13,29;2,6899;0;0;0;0
01/07/08 02:00;0;0;0;0;0;90;0;13,05;2,76;0;0;0;0
01/07/08 03:00;0;0;0;0;0;90;0;12,96;2,9701;0;0;0;0
01/07/08 04:00;0;0;0;0;0;90;0;12,99;3,17;0;0;0;0
01/07/08 05:00;0;0;0;2,3715;-123,84;90;177,06;13,07;3,38;0;0;0;0
01/07/08 06:00;38,111;0,3058;0,2769;9,0056;-115,27;90;167,42;13,62;3,52;14,985;0,68;449,75;0,2769
01/07/08 07:00;98,505;0,6029;0,5735;18,151;-104,64;86,902;150,03;15,31;3,38;17,938;1,3234;455,6;0,5735
01/07/08 08:00;286,68;2,1098;2,0727;27,751;-93,875;74,298;127,57;17,52;3,93;26,597;4,6051;458,14;2,0727
01/07/08 09:00;499,89;3,979;3,9184;37,472;-82,23;61,294;105,45;19,94;4,2099;37,743;9,0077;441,74;3,9184
01/07/08 10:00;712,21;5,5804;5,4875;46,887;-68,57;48,024;88,662;22,02;4,55;48,345;13,205;422,62;5,4875
01/07/08 11:00;876,86;6,6522;6,534;55,312;-51,059;34,584;77,338;23,65;4,8299;56,548;16,395;405,75;6,534
01/07/08 12:00;987,47;7,2873;7,154;61,502;-27,315;21,061;69,793;25;4,4801;62,349;18,483;394,27;7,154
01/07/08 13:00;1039,8;7,542;7,4028;63,621;2,5378;7,6685;64,681;26,14;3,93;65,602;19,478;387,21;7,4028
01/07/08 14:00;1022,6;7,4108;7,2746;60,718;31,692;6,8223;61,227;27,07;3,52;65,895;19,16;386,79;7,2746
01/07/08 15:00;956,01;7,0031;6,8766;54,046;54,286;20,172;59,066;27,75;3,52;63,958;17,898;391,27;6,8766
01/07/08 16:00;818,97;6,1424;6,0362;45,393;71,007;33,697;58,174;28,22;3,66;59,006;15,315;401,07;6,0362
01/07/08 17:00;288,98;2,2956;2,2569;35,891;84,234;47,145;59,006;28,41;3,79;38,901;5,2854;434,33;2,2569
01/07/08 18:00;93,583;0,7302;0,7006;26,164;95,672;60,429;63,264;27,93;3,52;31,307;1,6877;432,66;0,7006
01/07/08 19:00;187,8;1,3927;1,3604;16,616;106,37;73,455;78,036;26,19;4,2099;32,468;3,1584;440,97;1,3604
01/07/08 20:00;16,067;0,1178;0,0688;7,5763;117,03;86,09;132,64;25,28;3,8601;25,877;0,2871;410,51;0,0688
01/07/08 21:00;0;0;0;1,7267;124,74;90;173,24;22,91;3,66;0;0;0;0
01/07/08 22:00;0;0;0;0;0;90;0;21,16;2,76;0;0;0;0
01/07/08 23:00;0;0;0;0;0;90;0;19,82;1,86;0;0;0;0
02/07/08 00:00;0;0;0;0;0;90;0;18,84;1,3099;0;0;0;0
02/07/08 01:00;0;0;0;0;0;90;0;18;2,41;0;0;0;0
02/07/08 02:00;0;0;0;0;0;90;0;16,87;2,62;0;0;0;0
02/07/08 03:00;0;0;0;0;0;90;0;16,11;2;0;0;0;0
02/07/08 04:00;0;0;0;0;0;90;0;15,86;1,4501;0;0;0;0
02/07/08 05:00;0;0;0;2,2916;-123,84;90;177,16;15,39;0,9;0;0;0;0
02/07/08 06:00;24,708;0,1918;0,1567;8,9263;-115,26;90;167,53;16,12;0,3401;17,013;0,4387;437,3;0,1567
02/07/08 07:00;22,287;0,1725;0,1338;18,072;-104,63;86,97;150,13;16,92;1,03;17,732;0,3976;433,92;0,1338
02/07/08 08:00;81,688;0,6658;0,6363;27,673;-93,853;74,362;127,64;17,22;0,62;20,139;1,47;452,91;0,6363
02/07/08 09:00;62,559;0,5047;0,4754;37,394;-82,207;61,354;105,46;17,61;0,6899;19,853;1,1246;448,76;0,4754
02/07/08 10:00;101,71;0,832;0,802;46,808;-68,55;48,081;88,639;18,11;0,48;21,747;1,8347;453,45;0,802
02/07/08 11:00;69,998;0,566;0,5367;55,232;-51,054;34,639;77,298;17,96;1,03;20,467;1,2591;449,51;0,5367
02/07/08 12:00;85,142;0,6948;0,6653;61,424;-27,351;21,115;69,745;17,47;2,3401;20,516;1,5342;452,88;0,6653
02/07/08 13:00;240,14;2,0065;1,9702;63,553;2,44;7,731;64,628;16,41;4,14;24,989;4,3572;460,52;1,9702
02/07/08 14:00;73,833;0,6048;0,5754;60,669;31,561;6,8101;61,168;15,47;2,4801;18,108;1,3284;455,31;0,5754
02/07/08 15:00;68,031;0,5554;0,5261;54,013;54,161;20,145;58,998;15,53;0,6899;17,962;1,2229;454,16;0,5261
02/07/08 16:00;128,87;1,0705;1,0395;45,37;70,898;33,671;58,093;16,04;0,28;20,637;2,3289;459,66;1,0395
02/07/08 17:00;647,68;5,2565;5,1712;35,871;84,138;47,122;58,9;16,73;0,9701;40,509;12,003;437,95;5,1712
02/07/08 18:00;457,1;3,7134;3,6562;26,145;95,585;60,41;63,108;17,21;1,1;33,486;8,2583;449,66;3,6562
02/07/08 19:00;63,334;0,5104;0,4811;16,594;106,29;73,441;77,762;17,39;0,9701;19,655;1,1358;449,35;0,4811
02/07/08 20:00;0;0;0;7,549;116,96;86,083;132,43;17,32;1,4501;0;0;0;0
02/07/08 21:00;0;0;0;1,6948;124,67;90;173,34;16,68;1,3099;0;0;0;0
02/07/08 22:00;0;0;0;0;0;90;0;15,62;1,66;0;0;0;0
02/07/08 23:00;0;0;0;0;0;90;0;14,64;2,0699;0;0;0;0
03/07/08 00:00;0;0;0;0;0;90;0;14,44;2,5499;0;0;0;0
03/07/08 01:00;0;0;0;0;0;90;0;14,22;2,8299;0;0;0;0
03/07/08 02:00;0;0;0;0;0;90;0;13,92;2,9701;0;0;0;0
03/07/08 03:00;0;0;0;0;0;90;0;13,52;2,9701;0;0;0;0
03/07/08 04:00;0;0;0;0;0;90;0;13,33;2,9701;0;0;0;0
03/07/08 05:00;0;0;0;2,2065;-123,83;90;177,27;13,27;2,8299;0;0;0;0
03/07/08 06:00;47,586;0,3862;0,3572;8,8421;-115,24;90;167,64;13,59;2,8299;15,292;0,852;453,23;0,3572
03/07/08 07:00;115,66;0,8952;0,8649;17,989;-104,6;87,04;150,24;14,56;3,7201;18,393;1,9409;461,21;0,8649
03/07/08 08:00;154,74;1,2805;1,2487;27,591;-93,826;74,428;127,7;14,88;4;20,326;2,7656;463,02;1,2487
03/07/08 09:00;279,88;2,3294;2,2903;37,311;-82,177;61,415;105,47;15,59;4,14;25,524;5,0476;461,48;2,2903
03/07/08 10:00;689,98;5,5641;5,4715;46,725;-68,522;48,139;88,609;16,49;4,41;41,831;12,771;435,66;5,4715
03/07/08 11:00;546,72;4,4693;4,4022;55,146;-51,04;34,694;77,25;17,61;4,76;37,55;10,093;442,83;4,4022
03/07/08 12:00;616,13;4,9796;4,9008;61,339;-27,38;21,17;69,689;18,47;4,9701;41,072;11,405;436,62;4,9008
03/07/08 13:00;573,08;4,6537;4,5826;63,479;2,3442;7,7955;64,567;18,69;5,03;39,672;10,602;438,95;4,5826
03/07/08 14:00;939,09;7,2208;7,0891;60,614;31,427;6,8026;61,102;18,63;4,9701;53,839;17,578;410,79;7,0891
03/07/08 15:00;305,58;2,5267;2,485;53,974;54,031;20,121;58,923;18,66;4,8299;29,631;5,5623;454,25;2,485
03/07/08 16:00;85,839;0,6985;0,669;45,34;70,783;33,647;58,003;18,11;4,9;21,182;1,5466;451,66;0,669
03/07/08 17:00;45,278;0,3615;0,3325;35,845;84,037;47,101;58,784;16,66;3,7201;18,285;0,8104;446,07;0,3325
03/07/08 18:00;356,87;2,9386;2,8915;26,119;95,494;60,394;62,939;16,72;2,76;29,409;6,4429;456,1;2,8915
03/07/08 19:00;217,97;1,6541;1,6203;16,566;106,21;73,43;77,47;16,64;2,3401;23,72;3,594;460,24;1,6203
03/07/08 20:00;55,727;0,3211;0,2921;7,5156;116,88;86,08;132,23;15,37;2,9;16,813;0,7184;446,93;0,2921
03/07/08 21:00;0;0;0;1,6567;124,59;90;173,45;14,78;2,41;0;0;0;0
03/07/08 22:00;0;0;0;0;0;90;0;14,11;2,28;0;0;0;0
03/07/08 23:00;0;0;0;0;0;90;0;13,29;2,5499;0;0;0;0
04/07/08 00:00;0;0;0;0;0;90;0;12,6;2,3401;0;0;0;0
04/07/08 01:00;0;0;0;0;0;90;0;11,85;2,14;0;0;0;0
04/07/08 02:00;0;0;0;0;0;90;0;11,27;2,6899;0;0;0;0
04/07/08 03:00;0;0;0;0;0;90;0;10,89;2,4801;0;0;0;0
04/07/08 04:00;0;0;0;0;0;90;0;10,56;2,41;0;0;0;0
04/07/08 05:00;0;0;0;2,2513;-123,62;90;177,2;10,11;2,28;0;0;0;0
04/07/08 06:00;48,918;0,4035;0,3745;8,7532;-115,22;90;167,76;10,17;1,9299;11,915;0,8757;460,8;0,3745
04/07/08 07:00;70,219;0,5807;0,5513;17,902;-104,57;87,112;150,35;12,16;1,52;14,654;1,2582;461,5;0,5513
04/07/08 08:00;175,73;1,4541;1,4216;27,504;-93,792;74,495;127,77;14,09;2,2101;20,239;3,1266;465,08;1,4216
04/07/08 09:00;239,18;1,9944;1,9582;37,225;-82,139;61,478;105,47;15,76;2,41;24,258;4,3185;461,83;1,9582
04/07/08 10:00;676,07;5,4496;5,3597;46,636;-68,486;48,198;88,57;17,03;2,9701;41,854;12,512;435,54;5,3597
04/07/08 11:00;820,95;6,4713;6,3573;55,055;-51,018;34,751;77,195;17,74;2,76;48,277;15,324;422,3;6,3573
04/07/08 12:00;863,42;6,7371;6,6169;61,248;-27,401;21,225;69,626;18,38;3,38;50,598;16,138;417,48;6,6169
04/07/08 13:00;953,29;7,2804;7,1473;63,397;2,2506;7,862;64,5;19,47;3,7201;55,267;17,845;407,97;7,1473
04/07/08 14:00;483,19;3,9335;3,8734;60,551;31,291;6,7999;61,028;20,01;4,14;37,6;8,9006;441,94;3,8734
04/07/08 15:00;207,69;1,7073;1,6731;53,928;53,896;20,099;58,841;20,17;4,41;27,612;3,7666;453,26;1,6731
04/07/08 16:00;480;3,912;3,8522;45,305;70,663;33,626;57,905;20,36;4,76;37,881;8,8637;441,35;3,8522
04/07/08 17:00;93,415;0,7567;0,727;35,814;83,931;47,083;58,658;19,79;4,4801;23,137;1,6846;449,16;0,727
04/07/08 18:00;168,08;1,3824;1,3502;26,088;95,398;60,381;62,756;18,85;4,41;24,844;3,0353;455,44;1,3502
04/07/08 19:00;74,75;0,6011;0,5717;16,531;106,12;73,424;77,159;18,3;4,28;20,961;1,337;449,56;0,5717
04/07/08 20:00;10,467;0,0771;0,0203;7,4761;116,8;86,081;132,04;19;3,1001;19,392;0,1855;415,68;0,0203
04/07/08 21:00;0;0;0;1,6122;124,51;90;173,59;18,05;3,24;0;0;0;0
04/07/08 22:00;0;0;0;0;0;90;0;17,74;3,8601;0;0;0;0
04/07/08 23:00;0;0;0;0;0;90;0;17,43;4,4801;0;0;0;0
05/07/08 00:00;0;0;0;0;0;90;0;17,04;4,6899;0;0;0;0
05/07/08 01:00;0;0;0;0;0;90;0;16,55;4,6201;0;0;0;0
05/07/08 02:00;0;0;0;0;0;90;0;16,26;4,41;0;0;0;0
05/07/08 03:00;0;0;0;0;0;90;0;16,02;4,3401;0;0;0;0
05/07/08 04:00;0;0;0;0;0;90;0;16,02;4,28;0;0;0;0
05/07/08 05:00;0;0;0;2,156;-123,6;90;177,32;15,95;4,4801;0;0;0;0
05/07/08 06:00;41,443;0,3303;0,3014;8,6594;-115,19;90;167,88;16,08;4,6201;17,568;0,7408;445,92;0,3014
05/07/08 07:00;113,85;0,8327;0,8027;17,81;-104,54;87,187;150,46;17;4,28;20,619;1,8273;455,67;0,8027
05/07/08 08:00;279,35;2,0738;2,037;27,413;-93,751;74,564;127,83;17,88;5,7199;26,818;4,533;457,49;2,037
05/07/08 09:00;244,37;2,0148;1,9784;37,133;-82,095;61,542;105,47;18,35;5,5899;27,052;4,412;456,65;1,9784
05/07/08 10:00;537,13;4,36;4,2943;46,543;-68,442;48,257;88,525;19,02;5,17;38,583;9,8936;440,68;4,2943
05/07/08 11:00;795,86;6,2349;6,1265;54,959;-50,989;34,807;77,132;19,87;4,9701;49,477;14,845;420,01;6,1265
05/07/08 12:00;615,47;4,9243;4,8467;61,15;-27,416;21,281;69,556;20,72;5,38;43,343;11,393;432,23;4,8467
05/07/08 13:00;616,97;4,9231;4,8456;63,309;2,1595;7,9307;64,425;21,29;5,4499;43,986;11,422;431;4,8456
05/07/08 14:00;720,02;5,6615;5,5666;60,482;31,151;6,8023;60,947;21,54;5,4499;48,231;13,39;422,82;5,5666
05/07/08 15:00;668,72;5,2946;5,2083;53,876;53,755;20,08;58,75;21,81;5,52;46,544;12,415;426,46;5,2083
05/07/08 16:00;688,91;5,4443;5,3546;45,263;70,537;33,607;57,798;21,75;5,52;47,285;12,814;424,86;5,3546
05/07/08 17:00;476,74;3,8617;3,8026;35,777;83,819;47,068;58,522;21,52;5,8601;38,913;8,7918;439,24;3,8026
05/07/08 18:00;280,56;2,2861;2,2475;26,051;95,297;60,371;62,561;20,59;5,5899;30,598;5,0664;451,22;2,2475
05/07/08 19:00;92,042;0,7358;0,7062;16,491;106,03;73,42;76,83;19,58;5,2401;22,834;1,6377;449,29;0,7062
05/07/08 20:00;41,014;0,3015;0,2726;7,4305;116,71;86,086;131,85;18,58;5,03;19,962;0,686;439,5;0,2726
05/07/08 21:00;0;0;0;1,5614;124,43;90;173,76;17,43;4,8299;0;0;0;0
05/07/08 22:00;0;0;0;0;0;90;0;16,51;4,41;0;0;0;0
05/07/08 23:00;0;0;0;0;0;90;0;15,9;4,3401;0;0;0;0
06/07/08 00:00;0;0;0;0;0;90;0;15,39;4,55;0;0;0;0
06/07/08 01:00;0;0;0;0;0;90;0;14,95;4,76;0;0;0;0
06/07/08 02:00;0;0;0;0;0;90;0;14,61;4,76;0;0;0;0
06/07/08 03:00;0;0;0;0;0;90;0;14,26;4,9;0;0;0;0
06/07/08 04:00;0;0;0;0;0;90;0;14,19;5,1001;0;0;0;0
06/07/08 05:00;0;0;0;2,1911;-123,39;90;177,27;14,05;5,17;0;0;0;0
06/07/08 06:00;28,13;0,222;0,1926;8,561;-115,16;90;168,01;14,16;5,31;15,173;0,5005;443,66;0,1926
06/07/08 07:00;23,239;0,1823;0,1454;17,713;-104,5;87,264;150,58;14,5;4,8299;15,344;0,4145;439,76;0,1454
06/07/08 08:00;263,83;2,0248;1,9883;27,318;-93,704;74,634;127,89;15,38;6,69;23,991;4,3775;462,54;1,9883
06/07/08 09:00;479,72;3,8815;3,8221;37,038;-82,044;61,607;105,46;16,62;7,0999;33,631;8,6319;449,67;3,8221
06/07/08 10:00;670,36;5,3934;5,3048;46,446;-68,391;48,318;88,471;17,61;7,5899;42,228;12,405;434,79;5,3048
06/07/08 11:00;681,95;5,4608;5,3706;54,858;-50,951;34,865;77,061;18,6;8,3399;43,723;12,641;432;5,3706
06/07/08 12:00;280,12;2,3099;2,271;61,046;-27,424;21,338;69,479;19,3;8,9;29,345;5,0886;453,93;2,271
06/07/08 13:00;181,81;1,4972;1,4645;63,213;2,071;8,0016;64,343;19,46;8,83;25,967;3,2943;454,48;1,4645
06/07/08 14:00;165,61;1,3649;1,3327;60,405;31,009;6,8101;60,86;19;8,9699;24,924;2,9991;455,1;1,3327
06/07/08 15:00;118,39;0,972;0,9415;53,818;53,61;20,065;58,653;18,27;8,4799;22,503;2,1387;454,49;0,9415
06/07/08 16:00;155,04;1,2806;1,2487;45,215;70,406;33,591;57,684;18,24;7,8599;23,782;2,8063;456,33;1,2487
06/07/08 17:00;76,307;0,617;0,5876;35,734;83,703;47,056;58,376;18,64;8,1401;21,374;1,3736;449,19;0,5876
06/07/08 18:00;64,11;0,516;0,4867;26,008;95,192;60,364;62,353;18,33;7,2401;20,629;1,1527;447,61;0,4867
